frame,id,x,y
30,40,1918,699
30,41,540,2098
30,43,1255,744
31,1,2245,1124
31,2,2567,1446
31,3,3396,389
31,4,3214,612
31,5,3231,386
31,6,2523,1101
31,7,2184,783
31,8,1791,1198
31,9,2911,1473
31,10,2251,975
31,11,3254,2053
31,12,3725,2169
31,13,3400,612
31,14,3675,2002
31,15,3119,326
31,16,3318,138
31,17,3537,1014
31,19,3170,1702
31,20,2939,1669
31,21,1831,1677
31,22,1688,1720
31,29,984,804
31,30,1590,674
31,31,1636,557
31,32,1730,457
31,33,1115,802
31,34,1483,300
31,36,1195,194
31,39,1282,428
31,40,1925,701
31,41,543,2094
31,43,1254,743
32,1,2251,1135
32,2,2571,1452
32,3,3396,389
32,4,3213,612
32,5,3232,387
32,6,2528,1106
32,7,2190,788
32,8,1793,1205
32,9,2917,1479
32,10,2257,982
32,11,3258,2061
32,12,3732,2174
32,13,3399,612
32,14,3675,2005
32,15,3118,326
32,16,3318,138
32,17,3537,1014
32,19,3175,1707
32,20,2945,1675
32,21,1828,1684
32,22,1688,1723
32,29,977,800
32,30,1594,678
32,31,1643,563
32,32,1734,461
32,33,1109,798
32,34,1488,302
32,36,1202,198
32,39,1284,431
32,40,1931,704
32,41,546,2090
32,43,1252,743
33,1,2255,1142
33,2,2575,1458
33,3,3396,389
33,4,3213,612
33,5,3232,387
33,6,2535,1110
33,7,2194,793
33,8,1792,1210
33,9,2923,1484
33,10,2262,989
33,11,3265,2068
33,12,3740,2178
33,13,3399,611
33,14,3681,2012
33,15,3117,326
33,16,3318,138
33,17,3536,1014
33,19,3181,1711
33,20,2948,1680
33,21,1828,1695
33,22,1687,1726
33,29,970,796
33,30,1599,683
33,31,1649,568
33,32,1738,466
33,33,1101,794
33,34,1490,307
33,36,1207,202
33,39,1286,434
33,40,1936,706
33,41,550,2087
33,43,1250,742
34,1,2259,1147
34,2,2581,1466
34,3,3396,389
34,4,3213,612
34,5,3231,387
34,6,2542,1114
34,7,2199,797
34,8,1793,1216
34,9,2921,1484
34,10,2268,997
34,11,3301,2077
34,12,3747,2182
34,13,3400,612
34,14,3689,2016
34,15,3117,326
34,16,3318,138
34,17,3536,1015
34,19,3188,1718
34,20,2952,1687
34,21,1827,1704
34,22,1686,1729
34,29,963,792
34,30,1603,687
34,31,1656,574
34,32,1742,470
34,33,1093,789
34,34,1495,311
34,36,1214,207
34,39,1302,439
34,40,1941,710
34,41,553,2083
34,43,1249,741
35,1,2270,1154
35,2,2588,1472
35,3,3395,390
35,4,3212,612
35,5,3231,388
35,6,2547,1119
35,7,2205,804
35,8,1794,1222
35,9,2924,1490
35,10,2271,1003
35,11,3318,2082
35,12,3754,2187
35,13,3399,612
35,14,3694,2020
35,15,3116,326
35,16,3317,138
35,19,3195,1724
35,20,2960,1695
35,21,1826,1709
35,22,1685,1732
35,29,956,788
35,30,1607,692
35,31,1662,580
35,32,1746,474
35,33,1085,782
35,34,1500,315
35,36,1220,212
35,39,1306,442
35,40,1945,716
35,41,557,2079
35,43,1248,740
35,46,563,2080
36,1,2279,1161
36,2,2592,1479
36,3,3395,390
36,4,3212,612
36,5,3231,388
36,6,2551,1125
36,7,2210,809
36,8,1794,1229
36,9,2930,1495
36,10,2278,1009
36,11,3329,2088
36,12,3761,2192
36,13,3399,612
36,14,3698,2027
36,15,3115,326
36,16,3318,138
36,19,3202,1732
36,20,2967,1700
36,21,1824,1719
36,29,949,784
36,30,1612,696
36,31,1669,585
36,32,1749,479
36,33,1077,778
36,34,1504,320
36,36,1226,217
36,39,1310,445
36,40,1951,722
36,41,560,2075
36,43,1246,740
36,46,566,2073
37,1,2287,1168
37,2,2601,1487
37,3,3395,390
37,4,3212,612
37,5,3230,389
37,6,2555,1131
37,7,2216,815
37,8,1795,1236
37,9,2935,1500
37,10,2285,1014
37,11,3337,2093
37,12,3768,2196
37,13,3399,612
37,14,3701,2031
37,16,3318,138
37,19,3208,1738
37,20,2976,1707
37,21,1820,1725
37,29,942,780
37,30,1616,701
37,31,1675,591
37,32,1754,483
37,33,1069,773
37,34,1509,324
37,36,1235,227
37,39,1316,456
37,40,1956,726
37,41,564,2070
37,43,1245,739
37,46,601,2067
38,1,2294,1173
38,2,2609,1494
38,3,3394,390
38,4,3212,611
38,5,3230,390
38,6,2559,1136
38,7,2222,820
38,8,1796,1242
38,9,2939,1510
38,10,2294,1020
38,11,3349,2100
38,12,3776,2201
38,13,3398,612
38,14,3709,2037
38,16,3318,139
38,19,3215,1746
38,20,2979,1709
38,21,1817,1732
38,29,935,776
38,30,1621,705
38,31,1682,597
38,32,1757,488
38,33,1064,768
38,34,1519,326
38,36,1240,231
38,39,1320,459
38,40,1964,732
38,41,567,2066
38,43,1199,708
38,46,583,2063
39,1,2300,1180
39,2,2621,1500
39,3,3394,390
39,4,3212,612
39,5,3230,390
39,6,2565,1142
39,7,2227,825
39,8,1796,1253
39,9,2944,1516
39,10,2299,1024
39,11,3362,2108
39,12,3783,2205
39,13,3398,611
39,14,3713,2041
39,16,3317,139
39,19,3220,1752
39,20,2990,1712
39,21,1814,1742
39,29,928,772
39,30,1625,710
39,31,1688,602
39,32,1761,492
39,33,1058,764
39,34,1524,330
39,36,1247,235
39,39,1324,463
39,40,1971,738
39,41,571,2062
39,43,1193,704
39,46,589,2059
39,48,3357,2101
40,1,2306,1185
40,2,2627,1507
40,3,3394,390
40,4,3212,612
40,5,3230,390
40,6,2571,1146
40,7,2234,829
40,8,1795,1259
40,9,2949,1521
40,10,2305,1029
40,11,3374,2115
40,12,3790,2210
40,13,3398,612
40,14,3719,2047
40,16,3317,140
40,19,3226,1758
40,20,2998,1715
40,21,1810,1752
40,29,913,753
40,30,1630,715
40,31,1695,608
40,32,1765,497
40,33,1050,760
40,34,1529,334
40,36,1253,239
40,39,1333,467
40,40,1978,744
40,41,574,2059
40,43,1189,700
40,46,594,2055
40,48,3364,2104
40,50,636,2051
40,51,3530,1014
41,1,2313,1192
41,2,2635,1514
41,3,3394,390
41,4,3212,612
41,5,3230,390
41,6,2576,1149
41,7,2239,833
41,8,1796,1264
41,9,2954,1526
41,10,2310,1034
41,11,3387,2123
41,12,3798,2214
41,13,3398,611
41,14,3724,2051
41,16,3317,139
41,19,3230,1764
41,20,3007,1726
41,21,1808,1757
41,29,908,752
41,30,1634,719
41,31,1701,614
41,32,1769,501
41,33,1043,754
41,34,1532,342
41,36,1259,245
41,39,1338,471
41,40,1984,749
41,41,578,2055
41,43,1182,695
41,46,600,2051
41,48,3370,2107
41,50,636,2050
41,51,3529,1014
42,1,2320,1199
42,2,2641,1520
42,3,3394,390
42,4,3212,613
42,5,3230,391
42,6,2581,1154
42,7,2244,838
42,8,1796,1271
42,9,2959,1532
42,10,2315,1040
42,11,3400,2130
42,12,3805,2218
42,13,3398,611
42,14,3733,2058
42,16,3318,140
42,19,3236,1772
42,20,3014,1732
42,21,1805,1766
42,29,906,752
42,30,1638,724
42,31,1707,619
42,32,1773,505
42,33,1034,749
42,34,1537,347
42,36,1266,250
42,39,1344,477
42,40,1989,754
42,41,582,2051
42,43,1177,691
42,46,605,2047
42,48,3377,2109
42,50,636,2043
42,51,3529,1014
42,52,2034,615
43,1,2328,1207
43,2,2646,1527
43,3,3394,390
43,4,3212,613
43,5,3230,391
43,6,2586,1160
43,7,2249,843
43,8,1797,1278
43,9,2985,1548
43,10,2322,1047
43,11,3412,2137
43,12,3812,2223
43,13,3399,613
43,14,3741,2065
43,16,3318,139
43,19,3244,1778
43,20,3023,1741
43,21,1804,1773
43,29,899,747
43,30,1643,728
43,31,1712,633
43,32,1776,510
43,33,1025,743
43,34,1542,351
43,36,1270,255
43,39,1349,481
43,40,1993,760
43,41,585,2047
43,43,1170,686
43,46,610,2043
43,48,3383,2112
43,50,655,2027
43,51,3530,1014
43,52,2039,619
44,1,2335,1214
44,2,2653,1535
44,3,3394,389
44,4,3212,613
44,5,3230,391
44,6,2591,1166
44,7,2254,848
44,8,1796,1283
44,9,2997,1554
44,10,2329,1053
44,11,3425,2145
44,12,3819,2228
44,13,3399,613
44,14,3745,2070
44,16,3317,139
44,19,3253,1785
44,20,3030,1747
44,21,1802,1778
44,29,892,743
44,30,1647,733
44,31,1719,639
44,32,1780,514
44,33,1019,738
44,34,1547,348
44,36,1277,259
44,39,1354,485
44,40,1999,766
44,41,589,2043
44,43,1164,682
44,46,616,2039
44,48,3390,2114
44,50,669,2016
44,51,3530,1013
44,52,2042,623
45,1,2342,1219
45,2,2659,1540
45,3,3394,390
45,4,3212,613
45,5,3230,392
45,6,2595,1173
45,7,2259,853
45,8,1796,1289
45,9,3002,1562
45,10,2335,1059
45,11,3438,2152
45,12,3826,2232
45,13,3398,612
45,14,3749,2075
45,16,3318,140
45,19,3261,1791
45,20,3037,1757
45,21,1800,1784
45,29,885,738
45,30,1652,737
45,31,1725,645
45,32,1784,519
45,33,1012,734
45,34,1553,353
45,36,1281,266
45,39,1359,489
45,40,2006,771
45,41,592,2038
45,43,1158,678
45,46,621,2035
45,48,3397,2117
45,50,680,2010
45,51,3530,1013
45,52,2049,628
46,1,2348,1228
46,2,2661,1543
46,3,3393,390
46,4,3213,613
46,5,3230,391
46,6,2601,1176
46,7,2265,859
46,8,1795,1295
46,9,3006,1566
46,10,2339,1064
46,11,3450,2159
46,12,3833,2237
46,13,3397,612
46,14,3751,2076
46,16,3318,140
46,19,3268,1798
46,20,3044,1761
46,21,1797,1790
46,29,877,734
46,30,1656,742
46,31,1732,651
46,32,1788,523
46,33,1005,729
46,34,1561,355
46,36,1287,271
46,39,1364,493
46,40,2013,777
46,41,595,2034
46,43,1152,674
46,46,626,2031
46,48,3404,2120
46,50,689,2000
46,51,3531,1013
46,52,2055,633
47,1,2354,1235
47,2,2667,1549
47,3,3393,391
47,4,3213,613
47,5,3229,392
47,6,2605,1181
47,7,2271,864
47,8,1795,1301
47,9,3011,1570
47,10,2344,1069
47,11,3463,2167
47,12,3841,2241
47,13,3396,612
47,14,3753,2078
47,16,3318,140
47,19,3274,1803
47,20,3050,1763
47,21,1794,1794
47,29,871,729
47,30,1660,746
47,31,1743,658
47,32,1792,528
47,33,997,724
47,34,1565,358
47,36,1294,276
47,39,1368,498
47,40,2019,783
47,41,599,2031
47,43,1145,667
47,46,632,2027
47,48,3410,2122
47,50,696,1993
47,51,3531,1012
47,52,2059,638
48,1,2361,1242
48,2,2673,1550
48,3,3393,392
48,4,3213,613
48,5,3229,392
48,6,2611,1185
48,7,2276,869
48,8,1795,1307
48,9,3015,1577
48,10,2350,1075
48,11,3476,2174
48,12,3848,2246
48,13,3395,612
48,14,3756,2081
48,16,3318,140
48,19,3280,1811
48,20,3059,1772
48,21,1791,1804
48,29,864,725
48,30,1665,750
48,31,1749,664
48,32,1795,532
48,33,990,720
48,34,1569,363
48,36,1300,282
48,39,1373,502
48,40,2026,789
48,41,602,2027
48,43,1139,663
48,46,637,2023
48,48,3417,2125
48,50,705,1982
48,51,3531,1012
48,52,2066,643
48,53,3134,322
49,1,2368,1249
49,2,2675,1551
49,3,3392,393
49,4,3213,613
49,5,3229,392
49,6,2616,1191
49,7,2283,874
49,8,1796,1312
49,9,3022,1590
49,10,2354,1081
49,11,3488,2181
49,13,3395,612
49,14,3759,2084
49,16,3318,140
49,19,3285,1817
49,20,3064,1778
49,21,1787,1812
49,29,856,720
49,30,1670,755
49,31,1754,669
49,32,1800,536
49,33,983,715
49,34,1573,368
49,36,1306,287
49,39,1378,506
49,40,2032,794
49,41,606,2023
49,43,1128,657
49,46,642,2019
49,48,3423,2128
49,50,712,1971
49,51,3531,1012
49,52,2073,646
49,53,3134,322
50,1,2374,1257
50,2,2684,1560
50,3,3392,393
50,4,3213,612
50,5,3229,392
50,6,2622,1195
50,7,2287,876
50,8,1796,1318
50,9,3028,1598
50,10,2359,1086
50,11,3501,2188
50,13,3395,613
50,14,3761,2088
50,16,3318,140
50,19,3291,1821
50,20,3070,1785
50,21,1784,1818
50,29,850,716
50,30,1674,759
50,31,1760,675
50,32,1803,541
50,33,976,711
50,34,1577,374
50,36,1313,292
50,39,1383,510
50,40,2038,799
50,41,609,2019
50,43,1122,653
50,46,648,2015
50,48,3430,2130
50,50,713,1966
50,51,3531,1012
50,52,2078,654
50,53,3134,322
51,1,2382,1263
51,2,2691,1567
51,3,3391,393
51,4,3213,613
51,5,3229,392
51,6,2627,1199
51,7,2291,879
51,8,1796,1325
51,9,3033,1594
51,10,2363,1094
51,11,3514,2196
51,13,3395,612
51,14,3763,2091
51,16,3318,140
51,19,3298,1828
51,20,3075,1790
51,21,1780,1826
51,29,842,711
51,30,1679,764
51,31,1764,682
51,32,1807,545
51,33,969,706
51,34,1582,377
51,36,1320,298
51,39,1388,514
51,40,2043,805
51,41,613,2015
51,43,1116,650
51,46,653,2011
51,48,3437,2133
51,50,717,1958
51,51,3531,1012
51,52,2082,659
51,53,3134,321
52,1,2391,1271
52,2,2712,1583
52,3,3391,393
52,4,3213,613
52,5,3229,392
52,6,2632,1203
52,7,2294,884
52,8,1797,1331
52,9,3037,1598
52,10,2372,1099
52,11,3526,2203
52,13,3395,612
52,14,3766,2093
52,16,3317,140
52,19,3306,1836
52,20,3085,1803
52,21,1779,1833
52,29,828,706
52,30,1683,769
52,31,1767,688
52,32,1811,550
52,33,961,701
52,34,1586,382
52,36,1328,304
52,39,1392,518
52,40,2049,810
52,41,616,2011
52,43,1111,647
52,46,658,2007
52,48,3444,2136
52,50,721,1952
52,51,3531,1012
52,52,2083,661
52,53,3134,321
52,55,1422,904
53,1,2398,1279
53,2,2722,1592
53,3,3391,394
53,4,3214,613
53,5,3228,391
53,6,2637,1209
53,7,2302,894
53,8,1797,1337
53,9,3040,1609
53,10,2379,1106
53,11,3539,2211
53,13,3395,613
53,14,3769,2096
53,16,3317,140
53,19,3313,1842
53,20,3092,1813
53,21,1775,1838
53,29,820,701
53,30,1688,773
53,31,1772,694
53,32,1835,575
53,33,954,696
53,34,1591,385
53,36,1335,309
53,39,1397,522
53,40,2057,816
53,41,620,2006
53,43,1105,643
53,46,664,2003
53,48,3450,2138
53,50,724,1943
53,51,3531,1012
53,52,2087,664
53,53,3135,321
53,55,1415,904
54,1,2404,1285
54,2,2729,1598
54,3,3391,394
54,4,3214,613
54,5,3228,391
54,6,2642,1215
54,7,2308,901
54,8,1796,1346
54,9,3042,1612
54,10,2384,1112
54,11,3552,2218
54,13,3396,612
54,14,3771,2099
