frame,decision,object,distance,reason,track_id
73,BRAKE,car,5.555555246913597,Object close,9
73,BRAKE,car,6.172839125133387,Object close,10
73,BRAKE,car,4.2194091046662825,Object close,13
73,BRAKE,car,6.172839125133387,Object close,16
73,BRAKE,car,6.249999609375024,Object close,19
73,BRAKE,car,5.882352595155729,Object close,20
73,STEER LEFT,car,5.586591866670846,Object in center path,31
73,STEER LEFT,car,6.756756300219169,Object in center path,32
73,STEER LEFT,car,7.092198078567512,Object in center path,34
73,STEER LEFT,car,8.264462126903956,Object in center path,36
73,STEER LEFT,car,6.756756300219169,Object in center path,39
73,STEER LEFT,car,5.649717194931232,Object in center path,40
73,BRAKE,car,4.999999750000012,Object close,50
73,STEER LEFT,car,5.917159413185834,Object in center path,52
73,BRAKE,car,6.024096022644818,Object close,53
73,STEER LEFT,car,3.8910504322548474,Object in center path,56
73,STEER LEFT,car,6.6666662222222515,Object in center path,57
73,STEER LEFT,car,5.61797721247319,Object in center path,59
74,BRAKE,car,6.249999609375024,Object close,1
74,BRAKE,car,6.289307780546681,Object close,2
74,BRAKE,car,5.464480575711444,Object close,3
74,BRAKE,car,5.263157617728546,Object close,4
74,BRAKE,car,5.813953150351561,Object close,5
74,BRAKE,car,5.780346486685174,Object close,6
74,STEER LEFT,car,6.8027206256652635,Object in center path,7
74,BRAKE,car,5.714285387755121,Object close,9
74,BRAKE,car,6.134968948774911,Object close,10
74,BRAKE,car,4.20168049572771,Object close,13
74,BRAKE,car,6.134968948774911,Object close,16
74,BRAKE,car,6.289307780546681,Object close,19
74,BRAKE,car,5.988023593531521,Object close,20
74,STEER LEFT,car,5.681817858987621,Object in center path,31
74,STEER LEFT,car,6.8027206256652635,Object in center path,32
74,STEER LEFT,car,7.092198078567512,Object in center path,34
74,STEER LEFT,car,6.578946935595596,Object in center path,36
74,STEER LEFT,car,6.622516117714164,Object in center path,39
74,STEER LEFT,car,5.555555246913597,Object in center path,40
74,BRAKE,car,4.97512413059084,Object close,50
74,STEER LEFT,car,5.882352595155729,Object in center path,52
74,BRAKE,car,5.988023593531521,Object close,53
74,STEER LEFT,car,3.8910504322548474,Object in center path,56
74,STEER LEFT,car,6.6666662222222515,Object in center path,57
74,STEER LEFT,car,4.424778565275284,Object in center path,59
74,STEER LEFT,car,6.8027206256652635,Object in center path,65
75,BRAKE,car,6.060605693296624,Object close,1
75,BRAKE,car,6.249999609375024,Object close,2
75,BRAKE,car,5.464480575711444,Object close,3
75,BRAKE,car,5.291005011057936,Object close,4
75,BRAKE,car,5.747126106487006,Object close,5
75,BRAKE,car,5.747126106487006,Object close,6
75,STEER LEFT,car,6.535947285232203,Object in center path,7
75,BRAKE,car,5.681817858987621,Object close,9
75,BRAKE,car,6.024096022644818,Object close,10
75,BRAKE,car,4.20168049572771,Object close,13
75,BRAKE,car,6.211179738436041,Object close,16
75,BRAKE,car,6.289307780546681,Object close,19
75,BRAKE,car,5.917159413185834,Object close,20
75,STEER LEFT,car,5.649717194931232,Object in center path,31
75,STEER LEFT,car,6.849314599362014,Object in center path,32
75,STEER LEFT,car,7.092198078567512,Object in center path,34
75,STEER LEFT,car,6.211179738436041,Object in center path,36
75,STEER LEFT,car,6.711408945543024,Object in center path,39
75,STEER LEFT,car,5.61797721247319,Object in center path,40
75,BRAKE,car,4.95049480443095,Object close,50
75,STEER LEFT,car,5.917159413185834,Object in center path,52
75,BRAKE,car,6.024096022644818,Object close,53
75,STEER LEFT,car,3.8759688420167118,Object in center path,56
75,STEER LEFT,car,6.622516117714164,Object in center path,57
75,STEER LEFT,car,4.629629415294934,Object in center path,59
75,STEER LEFT,car,7.042253025193449,Object in center path,65
76,BRAKE,car,6.024096022644818,Object close,1
76,BRAKE,car,6.493506071850255,Object close,2
76,BRAKE,car,5.494505192609605,Object close,3
76,BRAKE,car,5.291005011057936,Object close,4
76,BRAKE,car,5.649717194931232,Object close,5
76,BRAKE,car,5.813953150351561,Object close,6
76,STEER LEFT,car,6.622516117714164,Object in center path,7
76,BRAKE,car,5.586591866670846,Object close,9
76,BRAKE,car,5.882352595155729,Object close,10
76,BRAKE,car,4.184100243343086,Object close,13
76,BRAKE,car,6.211179738436041,Object close,16
76,BRAKE,car,6.410255999342564,Object close,19
76,BRAKE,car,5.813953150351561,Object close,20
76,STEER LEFT,car,5.714285387755121,Object in center path,31
76,STEER LEFT,car,6.849314599362014,Object in center path,32
76,STEER LEFT,car,7.194244086745029,Object in center path,34
76,STEER LEFT,car,6.09756060380728,Object in center path,36
76,STEER LEFT,car,6.8027206256652635,Object in center path,39
76,STEER LEFT,car,5.681817858987621,Object in center path,40
76,BRAKE,car,4.97512413059084,Object close,50
76,STEER LEFT,car,5.917159413185834,Object in center path,52
76,BRAKE,car,6.09756060380728,Object close,53
76,STEER LEFT,car,3.861003711930359,Object in center path,56
76,STEER LEFT,car,6.369426345896411,Object in center path,57
76,STEER LEFT,car,4.484304731645528,Object in center path,59
76,STEER LEFT,car,7.246376286494471,Object in center path,65
77,BRAKE,car,6.060605693296624,Object close,1
77,BRAKE,car,6.410255999342564,Object close,2
77,BRAKE,car,5.494505192609605,Object close,3
77,BRAKE,car,5.319148653236773,Object close,4
77,BRAKE,car,5.714285387755121,Object close,5
77,BRAKE,car,5.813953150351561,Object close,6
77,STEER LEFT,car,6.622516117714164,Object in center path,7
77,BRAKE,car,5.61797721247319,Object close,9
77,BRAKE,car,5.917159413185834,Object close,10
77,BRAKE,car,4.184100243343086,Object close,13
77,BRAKE,car,6.172839125133387,Object close,16
77,BRAKE,car,6.369426345896411,Object close,19
77,BRAKE,car,5.813953150351561,Object close,20
77,STEER LEFT,car,5.649717194931232,Object in center path,31
77,STEER LEFT,car,6.8027206256652635,Object in center path,32
77,STEER LEFT,car,6.993006503985559,Object in center path,34
77,STEER LEFT,car,5.952380598072583,Object in center path,36
77,STEER LEFT,car,6.6666662222222515,Object in center path,39
77,STEER LEFT,car,5.586591866670846,Object in center path,40
77,BRAKE,car,4.854368696389869,Object close,50
77,STEER LEFT,car,5.882352595155729,Object in center path,52
77,BRAKE,car,6.09756060380728,Object close,53
77,STEER LEFT,car,3.861003711930359,Object in center path,56
77,STEER LEFT,car,6.289307780546681,Object in center path,57
77,STEER LEFT,car,4.347825897920613,Object in center path,59
77,STEER LEFT,car,7.407406858710603,Object in center path,65
78,BRAKE,car,6.134968948774911,Object close,1
78,BRAKE,car,6.535947285232203,Object close,2
78,BRAKE,car,5.494505192609605,Object close,3
78,BRAKE,car,5.319148653236773,Object close,4
78,BRAKE,car,5.780346486685174,Object close,5
78,BRAKE,car,5.952380598072583,Object close,6
78,STEER LEFT,car,6.711408945543024,Object in center path,7
78,BRAKE,car,5.681817858987621,Object close,9
78,BRAKE,car,6.024096022644818,Object close,10
78,BRAKE,car,4.184100243343086,Object close,13
78,BRAKE,car,6.172839125133387,Object close,16
78,BRAKE,car,6.410255999342564,Object close,19
78,BRAKE,car,5.917159413185834,Object close,20
78,STEER LEFT,car,5.586591866670846,Object in center path,31
78,STEER LEFT,car,6.8027206256652635,Object in center path,32
78,STEER LEFT,car,6.993006503985559,Object in center path,34
78,STEER LEFT,car,6.060605693296624,Object in center path,36
78,STEER LEFT,car,6.578946935595596,Object in center path,39
78,STEER LEFT,car,5.61797721247319,Object in center path,40
78,BRAKE,car,4.854368696389869,Object close,50
78,STEER LEFT,car,5.917159413185834,Object in center path,52
78,BRAKE,car,6.09756060380728,Object close,53
78,STEER LEFT,car,3.846153698224858,Object in center path,56
78,STEER LEFT,car,6.211179738436041,Object in center path,57
78,STEER LEFT,car,4.2194091046662825,Object in center path,59
78,STEER LEFT,car,7.407406858710603,Object in center path,65
78,STEER LEFT,car,7.812499389648485,Object in center path,69
79,BRAKE,car,6.09756060380728,Object close,1
79,BRAKE,car,6.451612486992743,Object close,2
79,BRAKE,car,5.494505192609605,Object close,3
79,BRAKE,car,5.319148653236773,Object close,4
79,BRAKE,car,5.813953150351561,Object close,5
79,BRAKE,car,5.988023593531521,Object close,6
79,STEER LEFT,car,6.711408945543024,Object in center path,7
79,BRAKE,car,5.681817858987621,Object close,9
79,BRAKE,car,6.024096022644818,Object close,10
79,BRAKE,car,4.184100243343086,Object close,13
79,BRAKE,car,6.134968948774911,Object close,16
79,BRAKE,car,6.249999609375024,Object close,19
79,BRAKE,car,5.988023593531521,Object close,20
79,STEER LEFT,car,5.61797721247319,Object in center path,31
79,STEER LEFT,car,6.756756300219169,Object in center path,32
79,STEER LEFT,car,7.092198078567512,Object in center path,34
79,STEER LEFT,car,6.172839125133387,Object in center path,36
79,STEER LEFT,car,6.493506071850255,Object in center path,39
79,STEER LEFT,car,5.586591866670846,Object in center path,40
79,BRAKE,car,4.761904535147403,Object close,50
79,STEER LEFT,car,5.917159413185834,Object in center path,52
79,BRAKE,car,6.09756060380728,Object close,53
79,STEER LEFT,car,3.846153698224858,Object in center path,56
79,STEER LEFT,car,6.211179738436041,Object in center path,57
79,STEER LEFT,car,4.098360487772111,Object in center path,59
79,STEER LEFT,car,7.692307100591761,Object in center path,65
79,STEER LEFT,car,7.575757001836591,Object in center path,69
80,BRAKE,car,6.09756060380728,Object close,1
80,BRAKE,car,6.410255999342564,Object close,2
80,BRAKE,car,5.524861573212068,Object close,3
80,BRAKE,car,5.347593296920144,Object close,4
80,BRAKE,car,5.813953150351561,Object close,5
80,BRAKE,car,5.952380598072583,Object close,6
80,STEER LEFT,car,6.711408945543024,Object in center path,7
80,BRAKE,car,5.586591866670846,Object close,9
80,BRAKE,car,5.952380598072583,Object close,10
80,BRAKE,car,4.20168049572771,Object close,13
80,BRAKE,car,6.134968948774911,Object close,16
80,BRAKE,car,6.289307780546681,Object close,19
80,BRAKE,car,5.917159413185834,Object close,20
80,STEER LEFT,car,5.586591866670846,Object in center path,31
80,STEER LEFT,car,6.756756300219169,Object in center path,32
80,STEER LEFT,car,7.042253025193449,Object in center path,34
80,STEER LEFT,car,6.172839125133387,Object in center path,36
80,STEER LEFT,car,6.329113523473827,Object in center path,39
80,STEER LEFT,car,5.586591866670846,Object in center path,40
80,BRAKE,car,4.878048542534217,Object close,50
80,STEER LEFT,car,5.882352595155729,Object in center path,52
80,BRAKE,car,6.09756060380728,Object close,53
80,STEER LEFT,car,3.831417477723469,Object in center path,56
80,STEER LEFT,car,6.289307780546681,Object in center path,57
80,STEER LEFT,car,3.9840635862922875,Object in center path,59
80,STEER LEFT,car,7.751937383570746,Object in center path,65
80,STEER LEFT,car,7.299269540199304,Object in center path,69
81,BRAKE,car,6.024096022644818,Object close,1
81,BRAKE,car,6.410255999342564,Object close,2
81,BRAKE,car,5.524861573212068,Object close,3
81,BRAKE,car,5.319148653236773,Object close,4
81,BRAKE,car,5.780346486685174,Object close,5
81,BRAKE,car,5.882352595155729,Object close,6
81,STEER LEFT,car,6.756756300219169,Object in center path,7
81,BRAKE,car,5.586591866670846,Object close,9
81,BRAKE,car,6.024096022644818,Object close,10
81,BRAKE,car,4.184100243343086,Object close,13
81,BRAKE,car,6.09756060380728,Object close,16
81,BRAKE,car,6.329113523473827,Object close,19
81,BRAKE,car,5.988023593531521,Object close,20
81,STEER LEFT,car,4.999999750000012,Object in center path,21
81,STEER LEFT,car,5.681817858987621,Object in center path,31
81,STEER LEFT,car,6.756756300219169,Object in center path,32
81,STEER LEFT,car,7.092198078567512,Object in center path,34
81,STEER LEFT,car,6.172839125133387,Object in center path,36
81,STEER LEFT,car,6.289307780546681,Object in center path,39
81,STEER LEFT,car,5.681817858987621,Object in center path,40
81,BRAKE,car,4.926108131718811,Object close,50
81,STEER LEFT,car,5.917159413185834,Object in center path,52
81,BRAKE,car,6.09756060380728,Object close,53
81,STEER LEFT,car,3.831417477723469,Object in center path,56
81,STEER LEFT,car,6.329113523473827,Object in center path,57
81,STEER LEFT,car,3.8910504322548474,Object in center path,59
81,STEER LEFT,car,7.874015128030305,Object in center path,65
81,STEER LEFT,car,7.042253025193449,Object in center path,69
82,BRAKE,car,5.952380598072583,Object close,1
82,BRAKE,car,6.535947285232203,Object close,2
82,BRAKE,car,5.464480575711444,Object close,3
82,BRAKE,car,5.347593296920144,Object close,4
82,BRAKE,car,5.780346486685174,Object close,5
82,BRAKE,car,5.847952874388721,Object close,6
82,STEER LEFT,car,6.756756300219169,Object in center path,7
82,BRAKE,car,5.714285387755121,Object close,9
82,BRAKE,car,6.09756060380728,Object close,10
82,BRAKE,car,4.184100243343086,Object close,13
82,BRAKE,car,6.09756060380728,Object close,16
82,BRAKE,car,6.493506071850255,Object close,19
82,BRAKE,car,5.952380598072583,Object close,20
82,STEER LEFT,car,5.747126106487006,Object in center path,31
82,STEER LEFT,car,6.711408945543024,Object in center path,32
82,STEER LEFT,car,7.092198078567512,Object in center path,34
82,STEER LEFT,car,6.134968948774911,Object in center path,36
82,STEER LEFT,car,6.289307780546681,Object in center path,39
82,STEER LEFT,car,5.747126106487006,Object in center path,40
82,BRAKE,car,4.999999750000012,Object close,50
82,STEER LEFT,car,5.917159413185834,Object in center path,52
82,BRAKE,car,6.09756060380728,Object close,53
82,STEER LEFT,car,3.8167937474506206,Object in center path,56
82,STEER LEFT,car,6.249999609375024,Object in center path,57
82,STEER LEFT,car,3.7878786443985364,Object in center path,59
82,STEER LEFT,car,7.936507306626404,Object in center path,65
82,STEER LEFT,car,6.944443962191391,Object in center path,69
83,BRAKE,car,5.917159413185834,Object close,1
83,BRAKE,car,6.535947285232203,Object close,2
83,BRAKE,car,5.464480575711444,Object close,3
83,BRAKE,car,5.347593296920144,Object close,4
83,BRAKE,car,5.780346486685174,Object close,5
83,BRAKE,car,5.780346486685174,Object close,6
83,STEER LEFT,car,6.6666662222222515,Object in center path,7
83,BRAKE,car,5.714285387755121,Object close,9
83,BRAKE,car,6.060605693296624,Object close,10
83,BRAKE,car,4.184100243343086,Object close,13
83,BRAKE,car,6.09756060380728,Object close,16
83,BRAKE,car,6.451612486992743,Object close,19
83,BRAKE,car,6.024096022644818,Object close,20
83,STEER LEFT,car,5.714285387755121,Object in center path,31
83,STEER LEFT,car,6.756756300219169,Object in center path,32
83,STEER LEFT,car,7.092198078567512,Object in center path,34
83,STEER LEFT,car,6.060605693296624,Object in center path,36
83,STEER LEFT,car,6.249999609375024,Object in center path,39
83,STEER LEFT,car,5.780346486685174,Object in center path,40
83,BRAKE,car,5.02512537562184,Object close,50
83,STEER LEFT,car,5.882352595155729,Object in center path,52
83,BRAKE,car,6.09756060380728,Object close,53
83,STEER LEFT,car,3.8167937474506206,Object in center path,56
83,STEER LEFT,car,6.289307780546681,Object in center path,57
83,STEER LEFT,car,3.690036764205286,Object in center path,59
83,STEER LEFT,car,8.064515478668106,Object in center path,65
83,STEER LEFT,car,6.8027206256652635,Object in center path,69
83,STEER LEFT,car,5.102040556018339,Object in center path,72
84,BRAKE,car,6.134968948774911,Object close,1
84,BRAKE,car,6.451612486992743,Object close,2
84,BRAKE,car,5.464480575711444,Object close,3
84,BRAKE,car,5.3763437969707635,Object close,4
84,BRAKE,car,5.747126106487006,Object close,5
84,BRAKE,car,5.780346486685174,Object close,6
84,STEER LEFT,car,6.622516117714164,Object in center path,7
84,BRAKE,car,5.780346486685174,Object close,9
84,BRAKE,car,6.024096022644818,Object close,10
84,BRAKE,car,4.166666493055563,Object close,13
84,BRAKE,car,6.134968948774911,Object close,16
84,BRAKE,car,6.410255999342564,Object close,19
84,BRAKE,car,6.09756060380728,Object close,20
84,STEER LEFT,car,5.649717194931232,Object in center path,31
84,STEER LEFT,car,6.711408945543024,Object in center path,32
84,STEER LEFT,car,7.092198078567512,Object in center path,34
84,STEER LEFT,car,6.060605693296624,Object in center path,36
84,STEER LEFT,car,6.896551248513707,Object in center path,39
84,STEER LEFT,car,5.813953150351561,Object in center path,40
84,BRAKE,car,5.02512537562184,Object close,50
84,STEER LEFT,car,5.882352595155729,Object in center path,52
84,BRAKE,car,6.09756060380728,Object close,53
84,STEER LEFT,car,3.8022812242478627,Object in center path,56
84,STEER LEFT,car,6.369426345896411,Object in center path,57
84,STEER LEFT,car,3.5971221727653897,Object in center path,59
84,STEER LEFT,car,8.196720639613062,Object in center path,65
84,STEER LEFT,car,6.622516117714164,Object in center path,69
84,STEER LEFT,car,5.714285387755121,Object in center path,72
85,BRAKE,car,6.172839125133387,Object close,1
85,BRAKE,car,6.493506071850255,Object close,2
85,BRAKE,car,5.464480575711444,Object close,3
85,BRAKE,car,5.3763437969707635,Object close,4
85,BRAKE,car,5.747126106487006,Object close,5
85,BRAKE,car,5.681817858987621,Object close,6
85,STEER LEFT,car,6.6666662222222515,Object in center path,7
85,BRAKE,car,5.952380598072583,Object close,9
85,BRAKE,car,6.134968948774911,Object close,10
85,BRAKE,car,4.166666493055563,Object close,13
85,BRAKE,car,6.172839125133387,Object close,16
85,BRAKE,car,6.711408945543024,Object close,19
85,BRAKE,car,5.988023593531521,Object close,20
85,STEER LEFT,car,5.61797721247319,Object in center path,31
85,STEER LEFT,car,6.711408945543024,Object in center path,32
85,STEER LEFT,car,7.092198078567512,Object in center path,34
85,STEER LEFT,car,6.024096022644818,Object in center path,36
85,STEER LEFT,car,6.896551248513707,Object in center path,39
85,STEER LEFT,car,5.813953150351561,Object in center path,40
85,BRAKE,car,5.050504795429051,Object close,50
85,STEER LEFT,car,5.917159413185834,Object in center path,52
85,BRAKE,car,6.09756060380728,Object close,53
85,STEER LEFT,car,3.8022812242478627,Object in center path,56
85,STEER LEFT,car,6.329113523473827,Object in center path,57
85,STEER LEFT,car,3.5087718067097615,Object in center path,59
85,STEER LEFT,car,8.264462126903956,Object in center path,65
85,STEER LEFT,car,6.535947285232203,Object in center path,69
85,STEER LEFT,car,6.024096022644818,Object in center path,72
86,BRAKE,car,6.09756060380728,Object close,1
86,BRAKE,car,6.6666662222222515,Object close,2
86,BRAKE,car,5.464480575711444,Object close,3
86,BRAKE,car,5.319148653236773,Object close,4
86,BRAKE,car,5.780346486685174,Object close,5
86,BRAKE,car,5.681817858987621,Object close,6
86,STEER LEFT,car,6.6666662222222515,Object in center path,7
86,BRAKE,car,5.917159413185834,Object close,9
86,BRAKE,car,6.211179738436041,Object close,10
86,BRAKE,car,4.149377421187658,Object close,13
86,BRAKE,car,6.172839125133387,Object close,16
86,BRAKE,car,6.711408945543024,Object close,19
86,BRAKE,car,6.09756060380728,Object close,20
86,STEER LEFT,car,5.61797721247319,Object in center path,31
86,STEER LEFT,car,6.711408945543024,Object in center path,32
86,STEER LEFT,car,7.092198078567512,Object in center path,34
86,STEER LEFT,car,5.988023593531521,Object in center path,36
86,STEER LEFT,car,6.896551248513707,Object in center path,39
86,STEER LEFT,car,5.813953150351561,Object in center path,40
86,BRAKE,car,5.076141874307519,Object close,50
86,STEER LEFT,car,5.882352595155729,Object in center path,52
86,BRAKE,car,6.09756060380728,Object close,53
86,STEER LEFT,car,3.7878786443985364,Object in center path,56
86,STEER LEFT,car,6.369426345896411,Object in center path,57
86,STEER LEFT,car,3.436425998748248,Object in center path,59
86,STEER LEFT,car,8.403360638373055,Object in center path,65
86,STEER LEFT,car,6.369426345896411,Object in center path,69
86,STEER LEFT,car,6.024096022644818,Object in center path,72
87,BRAKE,car,5.988023593531521,Object close,1
87,BRAKE,car,6.6666662222222515,Object close,2
87,BRAKE,car,5.464480575711444,Object close,3
87,BRAKE,car,5.61797721247319,Object close,4
87,BRAKE,car,5.747126106487006,Object close,5
87,BRAKE,car,5.681817858987621,Object close,6
87,STEER LEFT,car,6.711408945543024,Object in center path,7
87,BRAKE,car,5.988023593531521,Object close,9
87,BRAKE,car,6.289307780546681,Object close,10
87,BRAKE,car,4.184100243343086,Object close,13
87,BRAKE,car,6.211179738436041,Object close,16
87,BRAKE,car,6.8027206256652635,Object close,19
87,BRAKE,car,6.134968948774911,Object close,20
87,STEER LEFT,car,5.586591866670846,Object in center path,31
87,STEER LEFT,car,6.6666662222222515,Object in center path,32
87,STEER LEFT,car,7.092198078567512,Object in center path,34
87,STEER LEFT,car,6.211179738436041,Object in center path,36
87,STEER LEFT,car,6.993006503985559,Object in center path,39
87,STEER LEFT,car,5.847952874388721,Object in center path,40
87,BRAKE,car,5.154638909554695,Object close,50
87,STEER LEFT,car,5.882352595155729,Object in center path,52
87,BRAKE,car,5.988023593531521,Object close,53
87,STEER LEFT,car,3.7878786443985364,Object in center path,56
87,STEER LEFT,car,6.451612486992743,Object in center path,57
87,STEER LEFT,car,3.355704585379041,Object in center path,59
87,STEER LEFT,car,8.547007816495059,Object in center path,65
87,STEER LEFT,car,6.211179738436041,Object in center path,69
87,STEER LEFT,car,6.09756060380728,Object in center path,72
88,BRAKE,car,6.024096022644818,Object close,1
88,BRAKE,car,6.6666662222222515,Object close,2
88,BRAKE,car,5.434782313327048,Object close,3
88,BRAKE,car,5.434782313327048,Object close,4
88,BRAKE,car,5.714285387755121,Object close,5
88,BRAKE,car,5.649717194931232,Object close,6
88,STEER LEFT,car,6.622516117714164,Object in center path,7
88,BRAKE,car,5.952380598072583,Object close,9
88,BRAKE,car,6.249999609375024,Object close,10
88,BRAKE,car,4.20168049572771,Object close,13
88,BRAKE,car,6.249999609375024,Object close,16
88,BRAKE,car,6.8027206256652635,Object close,19
88,BRAKE,car,5.813953150351561,Object close,20
88,STEER LEFT,car,5.524861573212068,Object in center path,31
88,STEER LEFT,car,6.6666662222222515,Object in center path,32
88,STEER LEFT,car,7.092198078567512,Object in center path,34
88,STEER LEFT,car,6.249999609375024,Object in center path,36
88,STEER LEFT,car,6.993006503985559,Object in center path,39
88,STEER LEFT,car,5.61797721247319,Object in center path,40
88,BRAKE,car,5.235601820125559,Object close,50
88,STEER LEFT,car,5.917159413185834,Object in center path,52
88,BRAKE,car,5.988023593531521,Object close,53
88,STEER LEFT,car,6.451612486992743,Object in center path,57
88,STEER LEFT,car,3.2786884170921833,Object in center path,59
88,STEER LEFT,car,8.620688912009577,Object in center path,65
88,STEER LEFT,car,6.410255999342564,Object in center path,69
88,STEER LEFT,car,6.172839125133387,Object in center path,72
89,BRAKE,car,6.060605693296624,Object close,1
89,BRAKE,car,6.711408945543024,Object close,2
89,BRAKE,car,5.405405113221345,Object close,3
89,BRAKE,car,5.813953150351561,Object close,4
89,BRAKE,car,5.714285387755121,Object close,5
89,BRAKE,car,5.681817858987621,Object close,6
89,STEER LEFT,car,6.756756300219169,Object in center path,7
89,BRAKE,car,6.09756060380728,Object close,9
89,BRAKE,car,6.249999609375024,Object close,10
89,BRAKE,car,4.20168049572771,Object close,13
89,BRAKE,car,6.211179738436041,Object close,16
89,BRAKE,car,6.849314599362014,Object close,19
89,BRAKE,car,5.847952874388721,Object close,20
89,STEER LEFT,car,5.586591866670846,Object in center path,31
89,STEER LEFT,car,6.6666662222222515,Object in center path,32
89,STEER LEFT,car,7.092198078567512,Object in center path,34
89,STEER LEFT,car,6.211179738436041,Object in center path,36
89,STEER LEFT,car,6.993006503985559,Object in center path,39
89,STEER LEFT,car,5.494505192609605,Object in center path,40
89,BRAKE,car,5.154638909554695,Object close,50
89,STEER LEFT,car,5.882352595155729,Object in center path,52
89,BRAKE,car,5.988023593531521,Object close,53
89,STEER LEFT,car,6.410255999342564,Object in center path,57
89,STEER LEFT,car,3.2051281023997404,Object in center path,59
89,STEER LEFT,car,7.751937383570746,Object in center path,65
89,STEER LEFT,car,6.410255999342564,Object in center path,69
89,STEER LEFT,car,6.535947285232203,Object in center path,72
90,BRAKE,car,6.060605693296624,Object close,1
90,BRAKE,car,6.493506071850255,Object close,2
90,BRAKE,car,5.405405113221345,Object close,3
90,BRAKE,car,5.555555246913597,Object close,4
90,BRAKE,car,5.649717194931232,Object close,5
90,BRAKE,car,5.649717194931232,Object close,6
90,BRAKE,car,6.8027206256652635,Object close,7
90,BRAKE,car,6.09756060380728,Object close,9
90,BRAKE,car,6.289307780546681,Object close,10
90,BRAKE,car,4.184100243343086,Object close,13
90,BRAKE,car,6.211179738436041,Object close,16
90,BRAKE,car,6.896551248513707,Object close,19
90,BRAKE,car,5.780346486685174,Object close,20
90,STEER LEFT,car,5.555555246913597,Object in center path,31
90,STEER LEFT,car,6.578946935595596,Object in center path,32
90,STEER LEFT,car,6.172839125133387,Object in center path,34
90,STEER LEFT,car,6.134968948774911,Object in center path,36
90,STEER LEFT,car,6.993006503985559,Object in center path,39
90,STEER LEFT,car,5.494505192609605,Object in center path,40
90,BRAKE,car,5.154638909554695,Object close,50
90,STEER LEFT,car,6.060605693296624,Object in center path,52
90,BRAKE,car,6.09756060380728,Object close,53
90,STEER LEFT,car,6.369426345896411,Object in center path,57
90,STEER LEFT,car,3.134796139975043,Object in center path,59
90,STEER LEFT,car,7.751937383570746,Object in center path,65
90,STEER LEFT,car,6.410255999342564,Object in center path,69
90,STEER LEFT,car,6.756756300219169,Object in center path,72
91,BRAKE,car,6.060605693296624,Object close,1
91,BRAKE,car,6.493506071850255,Object close,2
91,BRAKE,car,5.3763437969707635,Object close,3
91,BRAKE,car,5.464480575711444,Object close,4
91,BRAKE,car,5.649717194931232,Object close,5
91,BRAKE,car,5.649717194931232,Object close,6
91,BRAKE,car,6.756756300219169,Object close,7
91,BRAKE,car,5.952380598072583,Object close,9
91,BRAKE,car,6.249999609375024,Object close,10
91,BRAKE,car,4.20168049572771,Object close,13
91,BRAKE,car,6.211179738436041,Object close,16
91,BRAKE,car,6.944443962191391,Object close,19
91,BRAKE,car,5.714285387755121,Object close,20
91,STEER LEFT,car,5.524861573212068,Object in center path,31
91,STEER LEFT,car,6.535947285232203,Object in center path,32
91,STEER LEFT,car,6.134968948774911,Object in center path,34
91,STEER LEFT,car,6.09756060380728,Object in center path,36
91,STEER LEFT,car,7.092198078567512,Object in center path,39
91,STEER LEFT,car,5.524861573212068,Object in center path,40
91,BRAKE,car,5.181346881795498,Object close,50
91,STEER LEFT,car,5.952380598072583,Object in center path,52
91,BRAKE,car,6.134968948774911,Object close,53
91,STEER LEFT,car,6.211179738436041,Object in center path,57
91,STEER LEFT,car,3.058103882015172,Object in center path,59
91,STEER LEFT,car,7.751937383570746,Object in center path,65
91,STEER LEFT,car,6.329113523473827,Object in center path,69
91,STEER LEFT,car,6.944443962191391,Object in center path,72
92,BRAKE,car,6.060605693296624,Object close,1
92,BRAKE,car,6.8027206256652635,Object close,2
92,BRAKE,car,5.3763437969707635,Object close,3
92,BRAKE,car,5.405405113221345,Object close,4
92,BRAKE,car,5.649717194931232,Object close,5
92,BRAKE,car,5.649717194931232,Object close,6
92,BRAKE,car,6.8027206256652635,Object close,7
92,BRAKE,car,5.988023593531521,Object close,9
92,BRAKE,car,6.172839125133387,Object close,10
92,BRAKE,car,4.184100243343086,Object close,13
92,BRAKE,car,6.211179738436041,Object close,16
92,BRAKE,car,6.944443962191391,Object close,19
92,BRAKE,car,5.464480575711444,Object close,20
92,STEER LEFT,car,5.61797721247319,Object in center path,31
92,STEER LEFT,car,6.578946935595596,Object in center path,32
92,STEER LEFT,car,6.060605693296624,Object in center path,34
92,STEER LEFT,car,6.410255999342564,Object in center path,36
92,STEER LEFT,car,7.092198078567512,Object in center path,39
92,STEER LEFT,car,5.494505192609605,Object in center path,40
92,BRAKE,car,5.02512537562184,Object close,50
92,STEER LEFT,car,5.952380598072583,Object in center path,52
92,BRAKE,car,6.134968948774911,Object close,53
92,STEER LEFT,car,6.289307780546681,Object in center path,57
92,STEER LEFT,car,3.0030029128227356,Object in center path,59
92,STEER LEFT,car,7.812499389648485,Object in center path,65
92,STEER LEFT,car,6.451612486992743,Object in center path,69
92,STEER LEFT,car,7.407406858710603,Object in center path,72
93,BRAKE,car,6.060605693296624,Object close,1
93,BRAKE,car,6.849314599362014,Object close,2
93,BRAKE,car,5.405405113221345,Object close,3
93,BRAKE,car,5.3763437969707635,Object close,4
